text,category
['진짜'],movie
"['타일러', '에이젝스', '니드', '웬즈데이', '키스', '차라리', '니드', '웬즈데이', '관계성']",movie
"['타일러', '애인', '반전', '린다', '진짜']",movie
"['옛날', '영화', '아담', '패미리']",movie
"['최고', '시간']",movie
"['괴수', '처음', '트럭', '운전', '아줌마']",movie
"['제이비', '취향', '조마조마', '제이비', '이드', '다행']",movie
"['반전', '반전', '반전']",movie
"['아담', '패밀리', '구나']",movie
"['질질', '밑반찬', '다음', '영상', '저장', '완료', '군침', '싹돈', '진짜']",movie
"['웬즈데이', '가족', '아빠', '옛날', '얘기', '보고', '감동']",movie
"['아담', '패밀리']",movie
"['스토리', '전개', '둘째', '개인', '보기', '샌드맨', '진짜', '사상', '스토리', '세계관', '보기', '웬즈데이']",movie
"['사감', '그냥', '관상', '흑막']",movie
"['웬즈데이', '개사']",movie
"['분위기', '진짜', '개미', '존나', '몰입']",movie
"['어바웃', '타임', '영상', '부분', '블러', '처리', '보기', '항상']",movie
"['웬즈데이', '이유', '감독', '특유', '연출', '웬즈데이', '니드', '비앙카', '캐릭터', '전부', '특색', '매력', '때문', '생각']",movie
"['웬즈데이', '연주', '바이올린', '무슨', '노래']",movie
"['폭력', '이기', '건존']",movie
['뽀로로'],movie
"['이영화', '하나요']",movie
"['진짜', '조수']",movie
['연기'],movie
"['프란체스카', '해리포터', '이야기']",movie
['비앙카'],movie
['만화'],movie
"['캐서린', '제타존스', '정말', '찰떡']",movie
"['아담', '패밀리', '원래', '여자', '주인공', '여자', '교수']",movie
"['아담', '패밀리']",movie
['존잼'],movie
"['원래', '안보', '거나', '아예', '집중', '존잼']",movie
"['여주', '약간', '카밀라', '카베', '느낌', '예뿌']",movie
"['순삭', '넷플', '드라마']",movie
"['그냥', '보기', '여자', '버전', '해리포터', '느낌']",movie
"['웬즈데이', '뭐임']",movie
"['윈즈', '니드']",movie
['너머'],movie
"['타일러', '웬즈데이', '의도', '접근', '조종', '굳이', '키스', '필요', '웬즈데이', '위해', '웬즈데이', '타일러', '결말', '보고', '화가', '나네욤']",movie
"['해리포터', '동물', '사전', '역시', '이번', '취향']",movie
"['해리포터', '비밀', '방이']",movie
"['웬즈데이', '커엽다']",movie
[],movie
"['해리포터', '지금', '영화', '드라마', '색감', '표현', '진짜']",movie
"['진짜', '해리포터', '느낌', '주인공']",movie
"['윈즈', '데이', '한번', '시즌', '언제', '얘기']",movie
"['상담', '우리', '킨벗', '선생님']",movie
[],movie
"['시즌', '존버']",movie
['프란체스카'],movie
"['감독', '중간', '끊음', '진짜', '다음', '참게']",movie
"['광고', '데이', '광고']",movie
['연기'],movie
[],movie
"['사감', '예전', '아담', '패밀리']",movie
"['타일러', '자기', '비밀', '웬즈데이']",movie
"['뭔가', '흥미진진']",movie
"['갑자기', '광고', '웬즈데이']",movie
"['캐릭터', '진짜', '대사', '다크', '분위기', '버튼', '감독', '부터', '연출', '생각', '세계관', '캐릭터', '맘에듬', '스토리', '약간', '어쩌면', '사실', '동상', '연주', '모자', '백인', '의미', '장면']",movie
"['선생님', '크리스', '리치', '마이', '포레버', '웬즈데이', '사랑']",movie
"['아담', '패밀리']",movie
['타일러'],movie
['순삭'],movie
['조니뎁'],movie
"['시바', '흑인', '자꾸', '주인공', '집중']",movie
"['이건', '명작']",movie
['요약'],movie
"['저기', '기숙사', '느낌', '해리포터']",movie
"['노잼', '드라마', '영화', '조금', '흥미']",movie
"['리가', '타일러', '괴물']",movie
"['상상력', '정말', '영화', '흡혈귀', '늑대인간', '이드', '종이', '야기']",movie
"['처음', '웬즈데이', '입덕', '보고', '입덕']",movie
['니드'],movie
"['해리포터', '다크']",movie
"['처음', '광고', '스포']",movie
"['진짜', '결재', '다시']",movie
"['버튼', '왕가위', '예술', '쓰레기', '정말', '작품', '쓰레기', '자체']",movie
"['웬즈데이', '정말', '캐릭', '생각']",movie
"['엄마', '존스']",movie
[],movie
"['초집', '웬즈데이', '니드', '캐릭터']",movie
"['자판', '해리포터', '느낌']",movie
"['광고', '웬즈데이', '넷플', '광고']",movie
"['어바웃', '타임', '채널', '넷플릭스', '구독', '드라마', '보기', '덕분', '넷플', '구독']",movie
[],movie
"['후반', '부로', '갈수록', '반응']",movie
"['아담', '페밀리', '웬즈데이', '성도', '삐삐머리', '어머니', '머리스타일']",movie
"['몰래', '웬즈데이', '목소리', '대박', '배우', '대박']",movie
"['아담', '패밀리', '실사', '실사', '진짜', '잘만', '작품', '하나']",movie
"['주인공', '엄마', '뭔가', '프란체스카']",movie
"['웬즈데이', '애니', '버전']",movie
"['프란체스카', '댓글']",movie
"['아담', '패밀리']",movie
"['개지', '린다']",movie
"['리뷰', '목욕']",movie
"['고등학교', '부터', '그냥', '여자애', '연락', '수정구', '뱀파이어', '사이렌', '모가지', '강아지', '혼란', '극치', '애초', '고등학교', '아니엇냐']",movie
"['뱀파이어', '늑대인간', '컨셉', '진짜']",movie
"['오컬트', '루시퍼', '숭배', '영화', '이제', '버튼', '좀더', '편이']",movie
[],movie
"['교장', '보고', '나니']",movie
"['기숙', '학교', '교장', '선생님', '여배우', '스타워즈', '시리즈', '캡틴', '파스', '마로', '배우', '따름', '크리스']",movie
"['그대로', '커버', '영상', '사진', '우후죽순']",
"['웬즈데이', '연기', '배우', '제나', '오르테가', '넷플릭스', '제작', '호러', '코미디', '영화']",
"['노잼', '보노']",movie
['웬즈데이'],movie
['시즌'],movie
"['웬즈데이', '헤리포터', '느낌']",movie
"['아줌마', '완전', '프란체스카']",movie
"['진짜', '웬즈데이', '니드', '진짜', '집중', '처음']",movie
"['부모님', '프란체스카', '일이']",movie
"['원래', '정리', '영상', '요약', '영상', '이건', '직접', '넷플', '한번', '주행', '영상', '넷플', '드라마']",movie
"['세계관', '컨셉']",movie
"['매력', '작품', '영상']",movie
"['사브리나', '느낌', '여주', '기적', '자기', '생각', '생각']",movie
"['아빠', '배우', '매력']",movie
[],movie
"['타일러', '웬즈데이', '호감', '전부', '계획']",movie
"['타일러', '반전', '웬즈데이', '일부러', '접근']",movie
"['연기', '이야기', '진짜']",movie
"['비발디', '사계', '겨울', '악장', '장면', '정말', '최고']",movie
"['영화', '한편']",movie
"['예고편', '보고', '진짜', '드라마', '부작', '여유', '덕분', '감상']",movie
"['외국', '소설', '스토리']",movie
['완벽'],movie
"['째보', '중이']",movie
['재밋다'],movie
"['웬즈데이', '존나']",movie
"['사이트', '흥미', '진짜']",movie
"['조력자', '로서', '최고', '포지션']",movie
"['웬즈데이', '서진', '분위기']",movie
"['영화', '아담', '패밀리', '웬즈데이', '크리스티나', '리치', '여기', '웬즈데이', '선생님']",movie
['제이비'],movie
"['감독', '이름', '버튼', '작품']",movie
"['단발머리', '염색', '이름']",movie
['니드'],movie
"['엄마', '눈물']",movie
"['교장', '역할', '배우', '바하', '귀부인', '느낌', '애칭', '독사', '죽음', '전갈', '그림', '왼쪽', '인물', '는걸']",movie
"['엄마', '심혜진']",movie
"['하나', '막판', '웬즈데이', '학교', '퇴학', '여자', '레드문', '필요', '웬즈데이', '그녀', '다시', '여자도', '연결']",movie
"['가을', '선생', '깜짝', '연기']",movie
"['선생님', '타일러', '이용', '웬즈데이', '기차역']",movie
"['진짜', '넷플릭스', '이제', '리지', '때문', '리지', '거기']",movie
['최고'],movie
"['진짜', '대박']",movie
"['웬즈데이', '회피', '표본']",movie
"['진짜', '존잼임']",movie
"['웬즈데이', '중병']",movie
"['주행', '진짜', '기준', '고구마', '괴물', '전혀', '애가', '괴물']",movie
"['시험', '기간', '마는', '처음']",movie
"['이틀', '존잼']",movie
['타일러'],movie
['웬즈데이'],movie
['웬즈데이'],movie
"['존나', '재미']",movie
"['웬즈데이', '여배우', '츤츤', '거리', '모습', '심장']",movie
"['아담', '패밀리']",movie
"['메이', '아담', '패밀리', '웬즈데이']",movie
"['상한', '녀석']",movie
['만화'],movie
"['진짜', '개개', '개개', '갸갸갸갸']",movie
"['스토리', '아담', '패밀리', '만화영화']",movie
"['아담', '패밀리', '실사']",movie
"['뭔가', '느낌', '아단', '패밀리', '캐릭터']",movie
"['여기', '힐로', '크리스티나', '리치', '원조', '아담', '패밀리', '웬즈데이', '아담']",movie
['여주'],movie
"['감독', '몰입', '그게', '해리포터', '얼마나', '소설', '원작']",movie
"['가짜', '사랑', '그냥', '웬즈데이', '첫키스', '임혹읍', '혼자', '웬즈데이']",movie
['기대'],movie
"['몰입', '드라마', '만인']",movie
"['뇨자', '로럴', '토피아', '흑막', '포지션']",movie
[],movie
"['본인', '영화', '다시', '버튼', '역시', '이분', '최고', '권위자']",movie
[],movie
"['진짜', '모든', '드라마', '건너', '마인드', '사람', '이건', '진짜', '이틀']",movie
"['아담', '패밀리', '실사판', '영화']",movie
"['교장', '선생님', '왕좌', '게임', '기사', '볼뻔']",movie
"['장르', '존나']",movie
"['버튼', '버튼']",movie
"['버튼', '작품', '전시회', '소름', '영화로']",movie
"['정말', '띵작']",movie
['타일러'],movie
['졸라'],movie
"['아담', '패밀리', '실사', '버전']",movie
"['진짜', '최고']",movie
['오르테가'],movie
"['정말', '재밋는데']",movie
['드라마'],movie
"['드라마', '헛점', '발견', '구성', '오류']",movie
"['시간대', '유진', '동굴', '잠복', '시간', '시간', '정도', '페인트', '사건', '웬즈데이', '타일러', '괴물', '유진', '처리']",movie
"['타일러', '건가']",movie
"['아마', '시즌']",movie
"['웬즈데이', '광고', '웬즈데이']",movie
"['학생', '시장', '상담사', '교장', '주요', '조연']",movie
"['웬즈데이', '첼로', '연주', '씬때문', '첼로', '연습', '직접']",movie
"['웬즈데이', '첼로', '연주', '이름']",movie
"['영화', '추천']",movie
"['웬즈데이', '리뷰', '영상', '웬즈데이', '광고']",movie
"['타일러', '이드', '진짜', '이드', '제발']",movie
"['여주', '행복']",movie
"['에이젝스', '거울', '샤워', '위치']",movie
"['기숙사', '샤워실', '거울', '그냥', '수건', '샤워', '그날', '하필', '수건', '나중', '다시']",movie
"['웬즈데이', '주인공', '배우', '개지', '린다', '진짜']",movie
[],movie
[],movie
"['늑대인간', '여자애', '변신', '완죤', '늑냥']",movie
"['진짜', '여주', '매력', '쩐다']",movie
"['교장', '왕좌', '게임', '니스', '기사']",movie
"['웬즈데이', '사이코']",movie
"['웬즈데이', '닮았슴']",movie
['해리포터'],movie
['결말'],movie
"['존잼', '아담', '패밀리', '는걸', '개존잼', '시즌', '제발']",movie
[],movie
"['타일러', '주식']",movie
"['진짜', '시험', '기간', '진짜']",movie
"['교장', '선생님', '왕좌', '게임', '최애캐']",movie
"['진짜', '해리포터', '저리', '가게', '개존잼', '무조건']",movie
[],movie
[],movie
"['제발', '시즌']",movie
"['안녕', '프렌', '제스카', '가족']",movie
"['존잼', '존잼']",movie
"['버튼', '진짜']",movie
"['시즌', '우려', '우려']",movie
"['아담', '밀리']",movie
"['보고', '웬즈데이']",movie
"['영상', '해리포터', '느낌', '안남', '별개', '재미']",movie
"['단순', '드라마']",movie
"['명작', '점점', '웬즈데이', '감정', '마지막']",movie
"['약간', '아담', '스페', '밀리']",movie
"['거의', '아담', '패밀리', '실사판']",movie
"['버튼', '한국', '사랑', '버튼']",movie
"['아담', '패밀리', '손가락', '튕겨', '소리', '튕기', '소리', '까마중', '손가락', '튕기']",movie
[],movie
['존잼'],movie
['다시'],movie
"['아담', '패밀리', '느낌', '부모님', '주인공', '헤메']",movie
"['웬즈데이', '보고', '취향', '리도']",movie
"['아담', '패밀리']",movie
"['마지막', '장면', '뭔가', '제일', '소름', '배신', '기분']",movie
"['깜장', '드레스', '프란체스카']",movie
"['웬즈데이', '존예']",movie
"['검정', '긴머리', '여자', '프란체스카']",movie
"['보고', '넷플릭스', '광고', '웬즈데이']",movie
"['무슨', '하루', '존잼', '충격']",movie
"['와중', '여주', '카밀라', '카베', '닮음']",movie
"['타일러', '하제', '이비', '타일러', '제이비', '역할', '중반', '의심', '마지막', '제이비', '범인']",movie
"['타일러', '왜어']",movie
"['하루', '갸꿀잼']",movie
"['수요일', '졸귀']",movie
[],movie
['타일러'],movie
"['이드', '크아', '좀비']",movie
"['넷플릭스', '다시', '결제', '완전', '취향', '저격', '웬즈데이', '니드', '배우', '캐스팅', '부모님', '친구', '선생님', '삼촌', '찰떡', '캐스팅', '이틀', '동안', '시즌', '언제', '나올런']",movie
"['여주', '내내']",movie
[],movie
"['버튼', '항상', '자신', '뮤즈', '헬레나', '카터', '영감', '주인공']",movie
"['페르소나', '조니', '뮤즈', '헬레나', '카터']",movie
['주인공'],movie
"['주말', '주행']",movie
['기여'],movie
"['호그와트', '학교', '건가']",movie
"['타일러', '변신', '모습']",movie
"['진짜', '띵작인듯', '드라마', '매력']",movie
"['시즌', '나이', '배우', '연기', '스토리', '해리포터', '배우', '우리', '아담', '패밀리', '사람']",movie
['넷플'],movie
"['은근', '후유증', '시리즈']",movie
"['여주', '누구', '한참', '생각', '헬레나', '카터']",movie
"['영화', '아담', '패밀리', '웬즈데이', '아담', '배역', '크리스티나', '리치', '이번', '아담', '패밀리', '스핀오프', '웬즈데이', '기숙사', '사감', '출연', '아역', '자신', '연기', '인물', '주인공', '스핀오프', '정도', '제작', '스핀오프', '배역', '다시', '출연']",movie
"['사실', '스타워즈', '시리즈', '먼저', '어우', '거구', '연기', '진짜', '대박', '왕좌', '게임', '나중', '보렵니']",movie
"['싸움', '거구', '여자', '기사', '브리', '바로', '크리스', '기사', '여교', '장일', '변신', '한눈', '여러분', '안목', '정보']",movie
"['타스', '가문', '브리', '타스']",movie
"['크리스', '왕좌', '게임', '무슨', '왕겜', '기억']",movie
"['라울', '줄리아', '유작', '스티븐', '수자', '감독', '실제']",movie
['시즌'],movie
"['중반', '부가', '후반', '부가', '완전', '꿀잼']",movie
"['웬즈데이', '주인공', '볼때', '안유진']",movie
"['광고', '웬즈데이']",movie
"['주인공', '웬즈데이', '매력', '웬즈데이', '어머니', '완전', '프란체스카']",movie
"['애니메이션', '아담', '패밀리', '외전']",movie
"['스토리', '개연', '채찍', '당근', '웬즈데이', '혼자', '시종일관', '가지', '참을성', '지인', '소재', '분위기', '정말', '배우', '연기', '수준']",movie
"['웨드', '네스', '데이']",movie
"['안녕', '프란체스카']",movie
"['한편', '영화']",movie
"['여배우', '진짜']",movie
"['마지막', '위협', '애니메이션']",movie
"['여주', '돌출', '구강', '차라리', '니드', '여주']",movie
"['버튼', '감성', '간만', '작품', '리뷰', '시간', '꼼짝', '초집', '개성', '캐릭터', '부여', '여주', '연기', '진짜', '고어', '리기', '얼마나', '감탄', '정성', '영상']",movie
['존잼'],movie
"['뭔가', '몬스터', '호텔', '느낌']",movie
"['드뎌', '완결']",movie
"['애니', '버전', '아담', '패밀리']",movie
"['데이', '보고', '요즘', '드라마', '서사', '설명', '나중', '안보', '웬즈데이', '버튼', '감성', '연출', '진짜', '하나', '다음', '장면', '계속', '지게', '진짜', '드라마']",movie
[],movie
"['공감', '넷플', '개도', '주행', '진짜']",movie
"['웬즈데이', '틱톡', '추천', '궁금증', '해결']",movie
"['시즌', '제로', '계속']",movie
"['프란체스카', '심혜진', '존똑']",movie
"['윔스', '왕좌', '게임', '브리']",movie
"['원래', '만화', '영화', '실사판']",movie
[],movie
"['개꿀잼', '진짜']",movie
"['아담', '밀리', '아시']",movie
['좌홉'],movie
"['타일러', '데얼유']",movie
"['아담', '패밀리', '느낌', '생각', '아담', '패밀리']",movie
"['안녕', '프랜', '스카', '가족']",movie
"['약간', '에바', '그린', '배우', '느낌']",movie
"['교장', '바하', '빌런', '모델', '키도', '얼굴']",movie
"['보고', '주행', '해보렸다']",movie
"['새벽', '영상', '감사']",movie
"['초반', '자유자', '제로', '변신', '사람', '된거']",movie
"['로언', '변신', '사람', '말씀', '라면', '윔스', '교장', '선생님', '화장실', '다른', '사람', '다시', '변신', '사람']",movie
"['존나', '재미', '머임']",movie
"['학교장', '가까이', '박해미', '닮으셧']",movie
"['역시', '우리', '타임', '항상']",movie
"['타일러', '로맨스']",movie
"['타일러', '로맨스']",movie
[],movie
"['아담', '패밀리']",movie
"['여주', '매력', '여주', '절친', '개기엽', '캐릭터', '매력', '빵빵']",movie
"['여주', '배우', '제나', '오르테가', '넷플릭스', '제작', '사탄', '베이비', '킬러', '출연']",movie
"['역시', '버튼']",movie
"['교장', '왕좌', '게임', '기사']",movie
"['진짜', '다음', '시즌', '보고']",movie
['시간'],movie
"['갑자기', '창문', '번호', '가운데']",movie
"['스포', '주의', '드라마', '후유증', '자꾸', '우리', '타일러', '이드', '그것', '우리', '웬즈데이', '첫키스', '결혼', '아이', '생각', '마지막', '자락', '우리', '타일러', '증말', '반전', '느낌', '로맨스', '생각', '별로', '추천', '서브', '커플', '때문', '정도', '생각', '후유증', '감안', '보시', '추천', '보시']",movie
"['진짜', '여주']",movie
[],movie
"['최종', '보스', '살짝', '암시', '장면', '몇개']",movie
['대박'],movie
"['에바', '그린']",movie
"['웬즈데이', '광고', '웬즈데이']",movie
"['해리포터', '네오', '각색', '해리포터']",movie
"['진짜', '반전', '반전', '반전', '전임', '버전']",movie
"['엄마', '프란체스카', '존똑', '해리포터', '느낌']",movie
"['넷플', '안보', '사람', '웬즈데이', '주행']",movie
['간만'],movie
"['개연', '성은', '뭔가', '반전', '려고', '반전', '그냥']",movie
"['교장', '장검', '공격', '역시', '연기', '기사', '느낌']",movie
"['심술', '고양이', '내내', '죽음', '대비', '무지개', '룸메', '미도', '인상', '적임']",movie
"['아담', '패밀리']",movie
"['아담', '패밀리']",movie
"['헐리웃', '우영', '주인공', '매력', '혼자', '드라마', '캐리']",movie
['해리포터'],movie
['주인공'],movie
"['스토리', '예측', '주연', '캐스팅', '드라마', '스타', '일링', '모든', '커버', '시즌', '기대']",movie
['몹잼'],movie
['존잼'],movie
"['웬즈데이', '엄마', '안녕', '프란체스카', '생각']",movie
"['매력', '세트', '상미', '분위기', '킬링타임', '용인', '반면', '자주', '대사', '상투', '스토리', '중도하차', '경우']",movie
"['어쩜이리', '배역', '배우', '찰떡', '아이언맨', '이후', '최고', '캐스팅']",movie
"['키스', '자마자']",movie
"['완전', '리지', '아담', '패밀리', '아담', '패밀리', '영화']",movie
[],movie
['윔스'],movie
['대박'],movie
"['넷플릭스', '추가']",movie
"['버튼', '감독', '특징', '주인공', '사람', '사람', '사람', '마지막', '결궁', '주인공', '인정', '버튼', '천재']",movie
['버튼'],movie
['진짜'],movie
"['댓글', '진짜', '흥미진진', '줄거리', '소개']",movie
"['아담', '패밀리', '영화', '생각']",movie
['귀여웡'],movie
"['보헤미안', '랩소디', '주인공']",movie
"['오징어', '게임', '내용', '영상', '혹시', '내용']",movie
"['부분', '모자이크', '처리']",movie
"['알리', '불쌍']",movie
"['저기', '직전', '상우', '잔뜩', '지고', '기와', '건가']",movie
['한류'],movie
['배우'],movie
"['세계', '겨냥', '세계', '누구', '예상', '처음', '시청자', '출연', '배우']",movie
"['오징어', '게임', '재미나']",movie
"['전세계', '오징어', '게임', '한반도', '세상', '이치', '중심', '이기', '때문', '임곧', '전쟁', '게임', '시작']",movie
"['그거', '편집', '때문']",movie
"['세계', '겨냥', '압도', '계위', '시청', '드라마', '레전드', '작품']",movie
"['오징어', '오징어']",movie
"['세계', '겨냥', '생각', '한국', '놀이', '외국인', '이해', '여럿']",movie
"['휴머니즘', '인간성', '회복', '사람', '발전', '발달', '하나님', '영역', '침범', '바벨탑', '하늘', '스스로', '인생', '인간', '인간', '니스']",movie
"['할배', '관상']",movie
"['사람', '게임', '인권', '무시', '게임', '학살', '게임']",movie
"['욕설', '살벌', '정신건강']",movie
['줄다리기'],movie
"['성기훈', '나발', '끌끌', '김도진', '이유', '역할', '다지', '라우', '자결']",movie
"['조상우', '결승전', '기적', '훗날', '경찰', '남아메리카', '대신', '한국인', '목사', '포함']",movie
"['오징어', '게임', '배틀로얄', '공통점', '최후', '명의', '생존자', '차이점', '오징어', '게임', '거액']",movie
"['출연', '공유', '이병헌', '단역']",movie
"['모두', '살수', '상황']",movie
"['공유', '빈자리', '얼마', '진짜']",movie
"['지금', '다시']",movie
